experiment,training_horizon,evaluation_horizon,currency,fold,lift,moment_advantage_bps,customer_regret_cvar_95_bps,signals_per_week,lift_at_risk,cluster_rate
logreg_ab,5.0,1,KZT,oot,,,,0.0,,
logreg_ab,5.0,1,KZT,wf_2022,0.3871473354231975,-3.3868752708069185,376.4796879203658,0.21568627450980393,0.5775602493417242,0.7272727272727273
logreg_ab,5.0,1,KZT,wf_2023,,,,0.0,,
logreg_ab,5.0,1,KZT,wf_2024,0.992,-6.135582307424761,81.68180553726256,0.5882352941176471,2.1082491312786944,0.4666666666666667
logreg_ab,5.0,1,KZT,wf_2025,,,,0.0,,
logreg_ab,5.0,1,TJS,oot,,,,0.0,,
logreg_ab,5.0,1,TJS,wf_2022,1.5083969465648857,24.966330881072693,80.36723505601584,0.19607843137254902,100.99202513350406,0.0
logreg_ab,5.0,1,TJS,wf_2023,,,,0.0,,
logreg_ab,5.0,1,TJS,wf_2024,1.2018716577540107,-4.440846258568902,87.35701355916763,0.8627450980392157,1.6035332934201132,0.6136363636363636
logreg_ab,5.0,1,TJS,wf_2025,1.2777777777777777,-9.881836241063533,14.996883025577556,0.08823529411764706,1.0795562693897804,0.3333333333333333
logreg_ab,5.0,1,UZS,oot,,,,0.0,,
logreg_ab,5.0,1,UZS,wf_2022,1.0378151260504203,4.243752431442372,848.1230869016821,0.19607843137254902,0.574870499818798,0.3
logreg_ab,5.0,1,UZS,wf_2023,,,,0.0,,
logreg_ab,5.0,1,UZS,wf_2024,1.0796019900497513,-5.441958060938141,58.21284225497769,0.47058823529411764,2.053793764809509,0.4166666666666667
logreg_ab,5.0,1,UZS,wf_2025,0.7453703703703703,-11.43107717187138,66.02899957794506,0.08823529411764706,0.7925154891657523,0.6666666666666666
logreg_abc,5.0,1,AMD,oot,1.1695075757575757,-29.05872768220685,126.36853859142593,0.1509433962264151,1.007589427984042,0.125
logreg_abc,5.0,1,AMD,wf_2022,1.991935483870968,62.578062449960555,0.0,0.0196078431372549,4.724556509882456,0.0
logreg_abc,5.0,1,AMD,wf_2023,,,,0.0,,
logreg_abc,5.0,1,AMD,wf_2024,,,,0.0,,
logreg_abc,5.0,1,AMD,wf_2025,,,,0.0,,
logreg_abc,5.0,1,KGS,oot,1.1728395061728396,-15.58240932482697,127.95269999284153,0.33962264150943394,1.880697850358498,0.5
logreg_abc,5.0,1,KGS,wf_2022,2.008130081300813,59.600706188804864,0.0,0.0196078431372549,4.322357563137863,0.0
logreg_abc,5.0,1,KGS,wf_2023,,,,0.0,,
logreg_abc,5.0,1,KGS,wf_2024,,,,0.0,,
logreg_abc,5.0,1,KGS,wf_2025,,,,0.0,,
logreg_abc,5.0,1,KZT,oot,1.391549295774648,-19.631205669283112,62.155042649272296,0.09433962264150944,2.170337908479627,0.4
logreg_abc,5.0,1,KZT,wf_2022,,,,0.0,,
logreg_abc,5.0,1,KZT,wf_2023,,,,0.0,,
logreg_abc,5.0,1,KZT,wf_2024,,,,0.0,,
logreg_abc,5.0,1,KZT,wf_2025,,,,0.0,,
logreg_abc,5.0,1,TJS,oot,1.2027826086956523,-16.45093871312668,248.8423274218876,0.4528301886792453,0.6075863821473251,0.3333333333333333
logreg_abc,5.0,1,TJS,wf_2022,1.8854961832061068,61.99794243952006,0.0,0.0196078431372549,4.455120422760178,0.0
logreg_abc,5.0,1,TJS,wf_2023,,,,0.0,,
logreg_abc,5.0,1,TJS,wf_2024,,,,0.0,,
logreg_abc,5.0,1,TJS,wf_2025,1.2777777777777777,-26.96633353430215,181.76560759842087,0.08823529411764706,0.8609139190222546,0.3333333333333333
logreg_abc,5.0,1,UZS,oot,1.1098856209150327,-20.328983664127385,136.40819396854243,0.33962264150943394,1.8690665516204517,0.6111111111111112
logreg_abc,5.0,1,UZS,wf_2022,1.3837535014005602,196.8801210906923,13.220318224227423,0.058823529411764705,27.77212091101193,0.0
logreg_abc,5.0,1,UZS,wf_2023,,,,0.0,,
logreg_abc,5.0,1,UZS,wf_2024,,,,0.0,,
logreg_abc,5.0,1,UZS,wf_2025,,,,0.0,,
logreg_abcd,5.0,1,AMD,oot,,,,0.0,,
logreg_abcd,5.0,1,AMD,wf_2022,0.6337976539589443,18.04018844589149,625.2110551170009,0.8627450980392157,1.086478858985933,0.6818181818181818
logreg_abcd,5.0,1,AMD,wf_2023,,,,0.0,,
logreg_abcd,5.0,1,AMD,wf_2024,1.115107913669065,-3.4462347159198523,219.55945855039127,0.47058823529411764,0.6835681136019051,0.5
logreg_abcd,5.0,1,AMD,wf_2025,0.902241594022416,-7.4569018713282,190.4706559532221,0.6470588235294118,0.897710341371687,0.5
logreg_abcd,5.0,1,KGS,oot,,,,0.0,,
logreg_abcd,5.0,1,KGS,wf_2022,0.6477838971938107,17.695130890135225,529.238591331832,0.6078431372549019,0.6242776324496533,0.6774193548387096
logreg_abcd,5.0,1,KGS,wf_2023,,,,0.0,,
logreg_abcd,5.0,1,KGS,wf_2024,0.3936507936507936,-1.6127522171560666,109.67699419135445,0.17647058823529413,0.4599813860347172,0.4444444444444444
logreg_abcd,5.0,1,KGS,wf_2025,1.1838235294117647,-14.41201254195159,181.69888457073347,0.35294117647058826,1.238445373967904,0.3333333333333333
logreg_abcd,5.0,1,KZT,oot,,,,0.0,,
logreg_abcd,5.0,1,KZT,wf_2022,0.42586206896551726,26.558162234909936,394.2023260512084,0.49019607843137253,1.3827876699499664,0.68
logreg_abcd,5.0,1,KZT,wf_2023,,,,0.0,,
logreg_abcd,5.0,1,KZT,wf_2024,0.9156923076923077,0.68517802893067,79.04790322501798,0.2549019607843137,1.3421278883697192,0.38461538461538464
logreg_abcd,5.0,1,KZT,wf_2025,2.3000000000000003,-35.79075192534975,0.0,0.029411764705882353,4.392331346359345,0.0
logreg_abcd,5.0,1,TJS,oot,,,,0.0,,
logreg_abcd,5.0,1,TJS,wf_2022,1.1998612074947952,37.49055379545815,291.3496459844844,0.43137254901960786,2.598292458705337,0.5454545454545454
logreg_abcd,5.0,1,TJS,wf_2023,,,,0.0,,
logreg_abcd,5.0,1,TJS,wf_2024,1.0420168067226891,0.15475805851742713,252.97271895434514,0.4117647058823529,0.5207619926891079,0.6190476190476191
logreg_abcd,5.0,1,TJS,wf_2025,1.15,-8.822684610952257,181.76560759842087,0.29411764705882354,1.6128046245896384,0.4
logreg_abcd,5.0,1,UZS,oot,,,,0.0,,
logreg_abcd,5.0,1,UZS,wf_2022,0.6170792641380877,27.281748050292656,785.8092140627771,0.7254901960784313,0.7842284062705238,0.6216216216216216
logreg_abcd,5.0,1,UZS,wf_2023,,,,0.0,,
logreg_abcd,5.0,1,UZS,wf_2024,0.9253731343283582,1.9023264701198024,156.80854853072245,0.27450980392156865,0.6395673466286407,0.6428571428571429
